step,INFO-RACE-012-010-disinformed_num,INFO-RACE-012-010-disinformed_coverage,INFO-RACE-012-010-uninformed_num,INFO-RACE-012-010-uninformed_coverage,INFO-RACE-012-010-informed_num,INFO-RACE-012-010-informed_coverage
72,4004.83,0.39946005399460055,8.83,0.0010998900109989002,5987.34,0.5994400559944005
73,4005.35,0.39946005399460055,7.95,0.0010998900109989002,5987.7,0.5994400559944005
74,4005.76,0.39946005399460055,7.3,0.0010998900109989002,5987.94,0.5994400559944005
75,4006.26,0.39946005399460055,6.58,0.0010998900109989002,5988.16,0.5994400559944005
76,4006.61,0.39946005399460055,5.97,0.0010998900109989002,5988.42,0.5994400559944005
77,4006.93,0.39956004399560047,5.49,8.999100089991E-4,5988.58,0.5995400459954005
78,4007.35,0.39966003399660033,4.86,7.999200079992001E-4,5988.79,0.5995400459954005
79,4007.65,0.39976002399760024,4.39,6.999300069993001E-4,5988.96,0.5995400459954005
80,4007.87,0.39976002399760024,3.97,6.999300069993001E-4,5989.16,0.5995400459954005
81,4008.11,0.39986001399860016,3.61,5.999400059994001E-4,5989.28,0.5995400459954005
82,4008.43,0.3999600039996,3.21,4.999500049995E-4,5989.36,0.5995400459954005
83,4008.68,0.3999600039996,2.79,3.9996000399960006E-4,5989.53,0.5996400359964004
84,4009.0,0.40005999400059994,2.39,2.9997000299970003E-4,5989.61,0.5996400359964004
85,4009.22,0.40005999400059994,2.07,2.9997000299970003E-4,5989.71,0.5996400359964004
86,4009.34,0.40005999400059994,1.91,2.9997000299970003E-4,5989.75,0.5996400359964004
87,4009.48,0.40005999400059994,1.73,2.9997000299970003E-4,5989.79,0.5996400359964004
88,4009.63,0.40015998400159986,1.53,1.9998000199980003E-4,5989.84,0.5996400359964004
89,4009.76,0.40015998400159986,1.33,1.9998000199980003E-4,5989.91,0.5996400359964004
90,4009.89,0.40015998400159986,1.18,9.999000099990002E-5,5989.93,0.5997400259974003
91,4009.95,0.40015998400159986,1.09,9.999000099990002E-5,5989.96,0.5997400259974003
92,4010.08,0.40015998400159986,0.93,9.999000099990002E-5,5989.99,0.5997400259974003
93,4010.11,0.40015998400159986,0.86,9.999000099990002E-5,5990.03,0.5997400259974003
94,4010.15,0.40015998400159986,0.8,9.999000099990002E-5,5990.05,0.5997400259974003
95,4010.22,0.40015998400159986,0.72,9.999000099990002E-5,5990.06,0.5997400259974003
96,4010.26,0.40015998400159986,0.62,9.999000099990002E-5,5990.12,0.5997400259974003
97,4010.31,0.40015998400159986,0.54,9.999000099990002E-5,5990.15,0.5997400259974003
98,4010.37,0.40015998400159986,0.46,9.999000099990002E-5,5990.17,0.5997400259974003
99,4010.43,0.4002599740025997,,,5990.18,0.5997400259974003
100,4010.48,0.4002599740025997,,,5990.19,0.5997400259974003
