step,INFO-RACE-010-010-uninformed_num,INFO-RACE-010-010-uninformed_coverage,INFO-RACE-010-010-disinformed_num,INFO-RACE-010-010-disinformed_coverage,INFO-RACE-010-010-informed_num,INFO-RACE-010-010-informed_coverage
63,42.12,0.0036996300369963003,5154.35,0.49035096490350966,4804.53,0.505949405059494
64,38.5,0.0035996400359964,5156.25,0.49035096490350966,4806.25,0.506049395060494
65,35.05,0.0030996900309969004,5158.14,0.49055094490550943,4807.81,0.5063493650634937
66,31.6,0.0023997600239976003,5159.88,0.49105089491050896,4809.52,0.5065493450654934
67,28.64,0.0021997800219978004,5161.45,0.49105089491050896,4810.91,0.5067493250674933
68,25.98,0.0020997900209979003,5162.89,0.49105089491050896,4812.13,0.5068493150684932
69,23.51,0.001999800019998,5164.13,0.49105089491050896,4813.36,0.5069493050694931
70,21.36,0.0016998300169983002,5165.17,0.49135086491350866,4814.47,0.5069493050694931
71,19.17,0.0014998500149985001,5166.31,0.49135086491350866,4815.52,0.5071492850714928
72,17.28,0.0012998700129987,5167.26,0.49155084491550843,4816.46,0.5071492850714928
73,15.8,9.99900009999E-4,5168.03,0.49175082491750827,4817.17,0.5072492750724927
74,14.22,8.999100089991E-4,5168.88,0.49175082491750827,4817.9,0.5073492650734927
75,12.82,8.999100089991E-4,5169.59,0.49175082491750827,4818.59,0.5073492650734927
76,11.53,5.999400059994001E-4,5170.32,0.49185081491850813,4819.15,0.5075492450754925
77,10.51,5.999400059994001E-4,5170.8,0.49185081491850813,4819.69,0.5075492450754925
78,9.64,5.999400059994001E-4,5171.24,0.49185081491850813,4820.12,0.5075492450754925
79,8.82,4.999500049995E-4,5171.57,0.49185081491850813,4820.61,0.5076492350764924
80,8.01,4.999500049995E-4,5172.04,0.49185081491850813,4820.95,0.5076492350764924
81,7.26,3.9996000399960006E-4,5172.43,0.49195080491950804,4821.31,0.5076492350764924
82,6.62,3.9996000399960006E-4,5172.79,0.49195080491950804,4821.59,0.5076492350764924
83,6.11,3.9996000399960006E-4,5173.07,0.49195080491950804,4821.82,0.5076492350764924
84,5.51,3.9996000399960006E-4,5173.35,0.49195080491950804,4822.14,0.5076492350764924
85,4.9,3.9996000399960006E-4,5173.71,0.49195080491950804,4822.39,0.5076492350764924
86,4.33,3.9996000399960006E-4,5173.98,0.49195080491950804,4822.69,0.5076492350764924
87,3.89,3.9996000399960006E-4,5174.21,0.49195080491950804,4822.9,0.5076492350764924
88,3.46,2.9997000299970003E-4,5174.43,0.49195080491950804,4823.11,0.5077492250774922
89,3.03,1.9998000199980003E-4,5174.67,0.49205079492050796,4823.3,0.5077492250774922
90,2.7,1.9998000199980003E-4,5174.8,0.49205079492050796,4823.5,0.5077492250774922
91,2.47,1.9998000199980003E-4,5174.93,0.49205079492050796,4823.6,0.5077492250774922
92,2.16,1.9998000199980003E-4,5175.06,0.49205079492050796,4823.78,0.5077492250774922
93,1.96,1.9998000199980003E-4,5175.16,0.49205079492050796,4823.88,0.5077492250774922
94,1.79,1.9998000199980003E-4,5175.27,0.49205079492050796,4823.94,0.5077492250774922
95,1.66,1.9998000199980003E-4,5175.32,0.49205079492050796,4824.02,0.5077492250774922
96,1.55,1.9998000199980003E-4,5175.38,0.49205079492050796,4824.07,0.5077492250774922
97,1.43,9.999000099990002E-5,5175.43,0.4921507849215078,4824.14,0.5077492250774922
98,1.33,9.999000099990002E-5,5175.49,0.4921507849215078,4824.18,0.5077492250774922
99,1.23,9.999000099990002E-5,5175.56,0.4921507849215078,4824.21,0.5077492250774922
100,1.11,9.999000099990002E-5,5175.62,0.4921507849215078,4824.27,0.5077492250774922
