step,INFO-RACE-011-010-uninformed_num,INFO-RACE-011-010-uninformed_coverage,INFO-RACE-011-010-disinformed_num,INFO-RACE-011-010-disinformed_coverage,INFO-RACE-011-010-informed_num,INFO-RACE-011-010-informed_coverage
72,12.25,0.0015998400159984002,4597.87,0.45845415458454153,5390.88,0.53994600539946
73,11.11,0.0015998400159984002,4598.5,0.45845415458454153,5391.39,0.53994600539946
74,10.21,0.0015998400159984002,4599.02,0.45845415458454153,5391.77,0.53994600539946
75,9.32,0.0014998500149985001,4599.48,0.45855414458554145,5392.2,0.53994600539946
76,8.47,0.0012998700129987,4599.93,0.45855414458554145,5392.6,0.5401459854014599
77,7.76,0.0012998700129987,4600.31,0.45855414458554145,5392.93,0.5401459854014599
78,7.02,0.0012998700129987,4600.75,0.45855414458554145,5393.23,0.5401459854014599
79,6.41,0.0011998800119988001,4601.13,0.45865413458654136,5393.46,0.5401459854014599
80,5.79,0.0011998800119988001,4601.45,0.45865413458654136,5393.76,0.5401459854014599
81,5.21,0.0011998800119988001,4601.82,0.45865413458654136,5393.97,0.5401459854014599
82,4.68,0.0010998900109989002,4602.14,0.45865413458654136,5394.18,0.5402459754024598
83,4.15,7.999200079992001E-4,4602.47,0.45885411458854114,5394.38,0.5403459654034597
84,3.78,6.999300069993001E-4,4602.65,0.45885411458854114,5394.57,0.5404459554044595
85,3.3,6.999300069993001E-4,4602.88,0.45885411458854114,5394.82,0.5404459554044595
86,2.94,6.999300069993001E-4,4603.12,0.45885411458854114,5394.94,0.5404459554044595
87,2.68,5.999400059994001E-4,4603.22,0.45885411458854114,5395.1,0.5405459454054594
88,2.44,4.999500049995E-4,4603.39,0.45895410458954106,5395.17,0.5405459454054594
89,2.17,3.9996000399960006E-4,4603.53,0.45895410458954106,5395.3,0.5406459354064593
90,1.94,2.9997000299970003E-4,4603.69,0.459054094590541,5395.37,0.5406459354064593
91,1.75,2.9997000299970003E-4,4603.81,0.459054094590541,5395.44,0.5406459354064593
92,1.55,2.9997000299970003E-4,4603.92,0.459054094590541,5395.53,0.5406459354064593
93,1.44,2.9997000299970003E-4,4603.97,0.459054094590541,5395.59,0.5406459354064593
94,1.36,2.9997000299970003E-4,4604.02,0.459054094590541,5395.62,0.5406459354064593
95,1.24,2.9997000299970003E-4,4604.11,0.459054094590541,5395.65,0.5406459354064593
96,1.15,2.9997000299970003E-4,4604.16,0.459054094590541,5395.69,0.5406459354064593
97,1.0,1.9998000199980003E-4,4604.23,0.459054094590541,5395.77,0.5407459254074592
98,0.91,1.9998000199980003E-4,4604.28,0.459054094590541,5395.81,0.5407459254074592
99,0.83,1.9998000199980003E-4,4604.34,0.459054094590541,5395.83,0.5407459254074592
100,0.75,1.9998000199980003E-4,4604.39,0.459054094590541,5395.86,0.5407459254074592
